id,vendor_id,pickup_datetime,dropoff_datetime,passenger_count,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,store_and_fwd_flag,trip_duration
id3160047,2,2016-03-27 10:27:32,2016-03-27 10:37:22,1,-74.0113067627,40.7147979736,-73.9996414185,40.7340202332,N,590
id1191890,2,2016-06-24 01:02:42,2016-06-24 01:31:00,1,-74.0056686401,40.7482032776,-73.9162979126,40.7582817078,N,1698
id1243713,1,2016-05-10 12:12:43,2016-05-10 12:37:42,1,-73.9969329834,40.7527160645,-73.9836959839,40.751121521,N,1499
id3330866,2,2016-02-27 23:54:52,2016-02-28 00:01:48,2,-74.0061416626,40.7421302795,-73.9947280884,40.7503929138,N,416
id3640237,2,2016-02-04 21:39:53,2016-02-04 21:47:45,1,-73.9769515991,40.7476005554,-73.9629135132,40.7695808411,N,472
id2578541,1,2016-05-20 16:05:47,2016-05-20 17:27:01,1,-73.7825927734,40.6444625854,-73.9660339355,40.7646331787,N,4874
id0611841,1,2016-02-04 13:44:12,2016-02-04 13:51:43,1,-73.939781189,40.7985572815,-73.9504013062,40.8012771606,N,451
id3616153,1,2016-03-31 16:23:55,2016-03-31 16:41:53,2,-74.0079116821,40.7149505615,-73.9914627075,40.7522468567,N,1078
id1241720,2,2016-02-28 17:01:12,2016-02-28 17:12:45,1,-73.996673584,40.7528991699,-73.9849777222,40.7560195923,N,693
id1320309,2,2016-03-17 13:39:02,2016-03-17 13:57:12,3,-73.9797897339,40.7522315979,-73.9932022095,40.7677536011,N,1090
id3077339,1,2016-04-19 15:09:00,2016-04-19 15:33:55,2,-74.0049514771,40.7504615784,-73.991317749,40.7275543213,N,1495
id1471558,2,2016-03-29 14:57:32,2016-03-29 15:01:54,1,-73.9321899414,40.7520294189,-73.9444732666,40.7551002502,N,262
id2712843,2,2016-05-14 15:11:55,2016-05-14 15:57:30,1,-73.8635787964,40.7699279785,-74.0141448975,40.7095031738,N,2735
id1962445,2,2016-01-05 08:39:08,2016-01-05 08:43:46,1,-73.9796142578,40.6866760254,-73.9703216553,40.6904678345,N,278
id3111782,1,2016-06-04 21:17:38,2016-06-04 21:52:24,2,-73.986541748,40.7614517212,-73.9876937866,40.7215576172,N,2086
id3229777,2,2016-02-03 09:53:27,2016-02-03 10:24:48,1,-73.9935531616,40.7272415161,-73.9663391113,40.7673873901,N,1881
id1939654,1,2016-05-01 04:43:11,2016-05-01 04:53:06,4,-73.99974823,40.7332839966,-74.0093917847,40.7086486816,N,595
id2909644,1,2016-01-29 14:35:59,2016-01-29 14:41:32,1,-73.9764556885,40.7910804749,-73.9787139893,40.7832565308,N,333
id0330381,2,2016-02-15 22:02:22,2016-02-15 22:09:53,1,-73.982093811,40.7784767151,-73.9910812378,40.7657737732,N,451
id2620039,1,2016-01-31 13:28:24,2016-01-31 13:33:49,1,-73.9610137939,40.7805595398,-73.9616317749,40.7712936401,N,325
id3522406,2,2016-05-24 11:44:26,2016-05-24 11:47:58,1,-73.970954895,40.7882652283,-73.9761352539,40.7811851501,N,212
id2813247,2,2016-03-11 12:02:50,2016-03-11 12:12:56,2,-73.9722137451,40.7576217651,-73.9825820923,40.7451095581,N,606
id1076941,2,2016-02-01 21:13:26,2016-02-01 21:17:11,5,-73.9850692749,40.7535324097,-73.9824905396,40.7628593445,N,225
id3408631,1,2016-03-15 12:09:20,2016-03-15 12:58:01,1,-73.8729782104,40.7740936279,-73.9944763184,40.7506561279,N,2921
id0475080,2,2016-06-18 01:31:21,2016-06-18 01:45:24,1,-73.982635498,40.7423973083,-73.9569625854,40.7681770325,N,843
id0902345,1,2016-04-12 18:18:59,2016-04-12 18:24:58,1,-73.9779891968,40.777015686,-73.9692077637,40.793598175,N,359
id1502772,1,2016-01-15 14:02:17,2016-01-15 15:02:15,1,-74.0133132935,40.7149963379,-73.8017196655,40.6743812561,N,3598
id2510522,2,2016-02-01 19:14:19,2016-02-01 19:29:41,3,-73.9736785889,40.743637085,-73.9620285034,40.7599411011,N,922
id1734008,1,2016-05-18 15:40:22,2016-05-18 16:05:22,4,-73.9666442871,40.7617225647,-73.9609298706,40.8119163513,N,1500
id2808531,1,2016-03-22 10:01:52,2016-03-22 10:16:45,1,-73.9752731323,40.7573928833,-73.9515304565,40.7822380066,N,893
id1790929,1,2016-01-19 12:17:53,2016-01-19 12:31:09,1,-73.9981536865,40.7559280396,-73.9846801758,40.7651023865,N,796
id0623483,1,2016-04-07 03:22:53,2016-04-07 03:39:43,1,-73.9997787476,40.7434616089,-73.9351196289,40.7968101501,N,1010
id1829430,1,2016-01-31 17:07:57,2016-01-31 17:59:04,1,-73.9507827759,40.782371521,-73.7904434204,40.6438407898,N,3067
id0678841,1,2016-05-12 02:53:32,2016-05-12 02:59:11,1,-73.9665374756,40.760723114,-73.9852981567,40.7325744629,N,339
id2571062,2,2016-05-01 23:21:46,2016-05-01 23:29:36,2,-73.9805679321,40.7340202332,-73.9540863037,40.7703094482,N,470
id1953091,1,2016-05-05 18:20:27,2016-05-05 18:43:24,1,-73.9782104492,40.7513923645,-73.9781723022,40.7664375305,N,1377
id3391782,1,2016-04-11 20:59:18,2016-04-11 21:08:51,2,-73.9817123413,40.7758712769,-73.991355896,40.7501106262,N,573
id3571112,1,2016-03-13 16:14:53,2016-03-13 16:17:24,1,-73.9678039551,40.7926712036,-73.9761962891,40.7855033875,N,151
id3766794,1,2016-01-09 19:54:46,2016-01-09 20:10:53,1,-73.983291626,40.7712249756,-73.9911346436,40.7412490845,N,967
id2547550,2,2016-02-15 02:59:52,2016-02-15 03:03:26,6,-73.9791717529,40.7359886169,-73.9858932495,40.7327919006,N,214
id3227693,1,2016-01-16 21:34:25,2016-01-16 21:51:05,1,-73.9892120361,40.7360954285,-73.9889144897,40.7579727173,Y,1000
id3239272,2,2016-05-15 15:58:14,2016-05-15 16:05:56,1,-73.9951171875,40.7395858765,-73.9825744629,40.7313766479,N,462
id1192530,1,2016-03-17 14:54:10,2016-03-17 15:01:41,1,-74.0062026978,40.7437973022,-73.9945068359,40.7503471375,N,451
id1647890,2,2016-05-13 18:48:03,2016-05-13 18:54:14,1,-73.9837646484,40.7651672363,-73.9842681885,40.7740058899,N,371
id0022960,1,2016-01-30 22:57:52,2016-01-30 23:05:25,1,-73.9602966309,40.7980079651,-73.9801940918,40.783782959,N,453
id1940378,2,2016-05-09 08:12:40,2016-05-09 08:17:15,2,-73.9684906006,40.7591171265,-73.9615631104,40.7685585022,N,275
id3827733,1,2016-03-09 21:50:32,2016-03-09 21:54:50,4,-73.9937133789,40.741645813,-73.9911422729,40.7502365112,N,258
id1270740,2,2016-03-19 11:25:42,2016-03-19 11:31:01,2,-73.989364624,40.7418212891,-73.9878082275,40.7499084473,N,319
id0854178,1,2016-03-11 03:53:27,2016-03-11 04:04:46,1,-73.990852356,40.7609214783,-73.9491424561,40.7908744812,N,679
id2800861,1,2016-02-21 08:43:13,2016-02-21 08:48:19,1,-73.9769744873,40.7750434875,-73.9747390747,40.7617988586,N,306
id0385146,1,2016-03-31 10:57:59,2016-03-31 11:05:20,1,-73.972984314,40.7932014465,-73.9823760986,40.7750167847,N,441
id1769179,2,2016-05-06 09:13:23,2016-05-06 09:24:48,1,-73.9844512939,40.7458992004,-73.9820098877,40.7551307678,N,685
id1899261,2,2016-05-07 21:52:03,2016-05-07 22:09:24,1,-73.9569702148,40.71434021,-73.9791564941,40.6783294678,N,1041
id1866119,1,2016-02-20 18:08:55,2016-02-20 18:40:51,1,-73.8729095459,40.7738304138,-73.9863815308,40.7338523865,N,1916
id3655471,1,2016-06-08 22:21:51,2016-06-08 22:43:50,1,-73.9896850586,40.7344474792,-73.9540176392,40.7788848877,N,1319
id3700403,1,2016-04-25 10:07:43,2016-04-25 10:16:45,1,-74.0066986084,40.7363357544,-73.9950942993,40.7262077332,N,542
id3787948,2,2016-02-02 23:54:12,2016-02-02 23:57:57,3,-74.001953125,40.7352027893,-74.0031433105,40.745716095,N,225
id3273781,2,2016-06-20 09:06:44,2016-06-20 09:40:11,5,-73.9884262085,40.7489891052,-74.0134887695,40.7054786682,N,2007
id1434537,1,2016-02-04 10:25:40,2016-02-04 10:31:34,1,-73.9939880371,40.7564964294,-74.0054779053,40.7511444092,N,354
id2131185,1,2016-01-31 17:46:48,2016-01-31 17:56:58,1,-73.9690475464,40.7573738098,-73.954284668,40.7660102844,N,610
id3030521,2,2016-03-31 12:17:16,2016-03-31 13:02:27,1,-73.9932327271,40.7367401123,-73.8297195435,40.7604484558,N,2711
id0940101,1,2016-03-02 11:42:47,2016-03-02 11:46:10,1,-73.9585647583,40.7787246704,-73.9516983032,40.7861175537,N,203
id3300452,2,2016-04-07 18:48:06,2016-04-07 18:59:55,1,-73.994682312,40.7402496338,-73.9868927002,40.7535514832,N,709
id0322389,2,2016-05-10 07:12:00,2016-05-10 07:17:34,2,-73.9922714233,40.7494888306,-73.9814376831,40.7590065002,N,334
id2388755,1,2016-03-21 17:47:41,2016-03-21 17:56:31,2,-73.9743881226,40.7933349609,-73.9813079834,40.7736091614,N,530
id1897886,1,2016-04-04 23:17:27,2016-04-04 23:36:01,1,-73.8635253906,40.7700424194,-73.7499771118,40.7719841003,N,1114
id1441963,1,2016-02-13 14:12:20,2016-02-13 14:24:26,1,-73.9849700928,40.7782821655,-73.9583511353,40.7815628052,N,726
id0603394,1,2016-03-16 14:09:17,2016-03-16 14:22:28,1,-73.945640564,40.7738838196,-73.9629592896,40.7641906738,N,791
id1966567,1,2016-06-29 14:53:52,2016-06-29 15:13:10,1,-74.0043869019,40.7248497009,-73.9796066284,40.7148590088,N,1158
id1411704,2,2016-03-02 11:32:55,2016-03-02 11:47:55,1,-73.9940567017,40.745891571,-73.950881958,40.7775497437,N,900
id2724132,2,2016-04-10 14:24:36,2016-04-10 14:51:50,1,-73.9721374512,40.7951087952,-73.9553604126,40.7854881287,N,1634
id3726747,2,2016-05-10 16:56:00,2016-05-10 17:01:35,5,-73.9759063721,40.7881011963,-73.9783096313,40.7782211304,N,335
id2361961,2,2016-01-20 18:58:04,2016-01-20 19:53:52,1,-73.9820175171,40.7701835632,-73.7283859253,40.678237915,N,3348
id2808509,1,2016-06-25 23:36:07,2016-06-25 23:48:46,2,-73.9873504639,40.7331199646,-74.0084381104,40.7418060303,N,759
id2751096,2,2016-01-28 16:06:53,2016-01-28 16:19:20,1,-73.9913635254,40.7419586182,-74.0009384155,40.7256698608,N,747
id3120601,2,2016-04-25 17:41:44,2016-04-25 17:53:08,1,-73.979888916,40.7348823547,-73.9921646118,40.7120704651,N,684
id0854370,2,2016-04-19 17:23:50,2016-04-19 17:37:18,2,-73.9729995728,40.7443885803,-73.9476318359,40.7751502991,N,808
id0963855,1,2016-05-12 16:59:51,2016-05-12 18:02:19,1,-73.7902526855,40.647151947,-73.9578094482,40.7687072754,N,3748
id0214750,2,2016-01-03 04:03:02,2016-01-03 04:10:27,1,-73.9982910156,40.7642211914,-73.9908676147,40.7510108948,N,445
id1281483,1,2016-02-22 18:49:22,2016-02-22 19:02:23,1,-73.9873428345,40.7471008301,-74.0044784546,40.7332992554,N,781
id2694187,2,2016-01-18 19:16:12,2016-01-18 19:24:24,2,-73.9957504272,40.7329406738,-73.9783782959,40.728931427,N,492
id3982098,2,2016-02-07 01:04:50,2016-02-07 01:16:01,5,-74.0050964355,40.7410812378,-73.9841766357,40.7462806702,N,671
id0070674,1,2016-05-13 11:12:37,2016-05-13 11:25:39,1,-73.9896087646,40.7627906799,-73.9790115356,40.7557678223,N,782
id2513216,1,2016-05-31 10:51:43,2016-05-31 11:16:27,1,-74.0038223267,40.7316055298,-73.9855270386,40.7529983521,N,1484
id3023922,1,2016-03-18 11:58:22,2016-03-18 12:19:38,1,-73.9684677124,40.7705383301,-73.9899291992,40.7576942444,N,1276
id3227958,1,2016-06-06 13:03:18,2016-06-06 13:18:32,1,-73.9762496948,40.783203125,-74.0023269653,40.7555198669,N,914
id1200294,2,2016-05-23 20:53:25,2016-05-23 21:11:48,3,-73.9872283936,40.7446861267,-73.9462814331,40.7657394409,N,1103
id3842108,2,2016-04-23 18:32:30,2016-04-23 19:15:03,1,-73.9565505981,40.7476081848,-73.7825012207,40.6441383362,N,2553
id2016305,1,2016-02-19 08:07:40,2016-02-19 08:16:28,1,-73.9827804565,40.7420196533,-73.9923706055,40.7491340637,N,528
id1483673,2,2016-06-13 20:46:52,2016-06-13 20:57:57,1,-73.9259796143,40.7720794678,-73.956199646,40.7462005615,N,665
id0069610,1,2016-03-07 16:11:25,2016-03-07 16:25:36,1,-73.9870223999,40.7610244751,-73.948348999,40.7780952454,N,851
id2662384,2,2016-02-14 11:33:38,2016-02-14 11:37:01,6,-73.965057373,40.7724113464,-73.958480835,40.7739295959,N,203
id1108050,1,2016-04-30 10:21:10,2016-04-30 10:25:33,1,-73.9591064453,40.7634429932,-73.9711837769,40.7447891235,N,263
id1141776,1,2016-03-27 22:05:11,2016-03-27 22:14:57,1,-73.9841156006,40.7483901978,-74.0043411255,40.752407074,N,586
id3356532,2,2016-05-20 16:50:08,2016-05-20 17:05:54,5,-73.9683914185,40.7556800842,-73.9873428345,40.7488288879,N,946
id3933140,1,2016-02-20 16:50:15,2016-02-20 17:16:47,2,-73.9582366943,40.7218513489,-73.9919891357,40.7259902954,N,1592
id0801590,2,2016-05-14 15:54:14,2016-05-14 15:55:57,3,-73.9709777832,40.7583198547,-73.9724273682,40.758190155,N,103
id2641878,1,2016-02-17 21:02:58,2016-02-17 21:20:21,1,-73.9882278442,40.7435684204,-73.9584503174,40.7817077637,N,1043
id3168449,1,2016-02-26 22:43:23,2016-02-26 22:47:48,1,-73.9511871338,40.7856483459,-73.9566650391,40.7715034485,N,265
id1562345,2,2016-04-29 16:26:25,2016-04-29 16:41:07,2,-73.996711731,40.7629013062,-73.9914016724,40.7423210144,N,882
id0550832,1,2016-05-30 19:45:29,2016-05-30 20:03:08,1,-73.9917907715,40.7498435974,-73.9629211426,40.7940177917,N,1059
id0159060,1,2016-06-26 01:38:09,2016-06-26 02:35:23,1,-73.9955291748,40.7251472473,-73.9414825439,40.7943763733,N,3434
id1273332,1,2016-02-17 09:10:40,2016-02-17 09:20:50,1,-73.9866867065,40.7339363098,-73.98802948,40.7437362671,N,610
id1268336,2,2016-02-16 08:36:34,2016-02-16 08:51:02,3,-73.9652938843,40.7593994141,-73.9883117676,40.7347183228,N,868
id3093192,1,2016-03-06 11:57:02,2016-03-06 12:25:45,1,-73.9996566772,40.7436103821,-73.9363937378,40.7676734924,N,1723
id1462542,1,2016-04-02 15:55:42,2016-04-02 16:11:34,1,-73.9971694946,40.7375717163,-73.9898376465,40.7565879822,N,952
id3993230,2,2016-02-22 13:17:02,2016-02-22 13:39:44,1,-73.9592132568,40.7833213806,-73.9968109131,40.7121582031,N,1362
id2971082,2,2016-05-11 21:35:07,2016-05-11 21:58:42,5,-73.8634185791,40.7696914673,-73.9743423462,40.7594413757,N,1415
id3393599,2,2016-03-27 09:12:05,2016-03-27 09:26:25,1,-73.9555130005,40.7996101379,-73.9807815552,40.7826118469,N,860
id2468746,1,2016-03-02 20:09:15,2016-03-02 20:32:40,2,-73.9943771362,40.740978241,-73.965385437,40.8035812378,N,1405
id2534131,2,2016-04-17 13:47:42,2016-04-17 14:08:10,1,-73.8732147217,40.7740135193,-73.9210891724,40.7708778381,N,1228
id0552996,2,2016-05-22 14:51:09,2016-05-22 15:07:03,6,-73.990196228,40.756690979,-73.9639892578,40.7562599182,N,954
id3038587,1,2016-06-17 22:46:21,2016-06-17 22:55:46,1,-73.9727478027,40.7934494019,-73.9482727051,40.8368721008,N,565
id3814799,1,2016-04-07 11:17:25,2016-04-07 11:26:58,1,-74.0022964478,40.7230491638,-73.992767334,40.730140686,N,573
id3212008,1,2016-01-31 22:18:29,2016-01-31 22:23:01,1,-74.0038833618,40.7516365051,-73.9891281128,40.7652130127,N,272
id1714230,2,2016-02-25 12:01:08,2016-02-25 12:06:06,1,-74.0051727295,40.746181488,-73.9946365356,40.7504386902,N,298
id2835910,1,2016-05-15 12:43:05,2016-05-15 12:50:22,1,-73.986579895,40.7402496338,-73.9750747681,40.7352752686,N,437
id0366535,1,2016-06-12 02:09:09,2016-06-12 02:19:35,2,-73.9870605469,40.7226333618,-73.9777297974,40.7462234497,N,626
id2182496,1,2016-02-09 18:25:48,2016-02-09 18:33:32,1,-73.9683151245,40.7999191284,-73.9524917603,40.7897872925,N,464
id2169630,2,2016-05-02 14:39:01,2016-05-02 14:44:53,1,-73.9638824463,40.774143219,-73.9720611572,40.7817573547,N,352
id2269178,2,2016-04-09 07:08:26,2016-04-09 07:23:48,1,-73.9930725098,40.7010002136,-73.9711227417,40.7578201294,N,922
id3452119,1,2016-04-30 23:55:57,2016-05-01 00:08:28,1,-73.978225708,40.7519111633,-74.0017089844,40.7466926575,N,751
id0886985,2,2016-02-23 19:03:14,2016-02-23 19:17:14,1,-73.995262146,40.7438812256,-73.9970321655,40.7255706787,N,840
id3458287,2,2016-01-06 14:27:18,2016-01-06 14:32:35,1,-73.9571838379,40.7774085999,-73.9578704834,40.7791481018,N,317
id2278677,2,2016-01-04 06:58:54,2016-01-04 07:18:05,1,-73.9778823853,40.7488098145,-73.9656829834,40.7902793884,N,1151
id3321252,1,2016-03-06 01:42:24,2016-03-06 01:55:47,1,-73.9850997925,40.7236938477,-73.9849777222,40.7622909546,N,803
id1590584,2,2016-04-09 22:34:16,2016-04-09 22:41:02,6,-74.0046615601,40.7241859436,-73.9978561401,40.7205352783,N,406
id0954451,2,2016-05-24 18:11:05,2016-05-24 18:18:56,3,-73.9474716187,40.7760009766,-73.9616317749,40.7727203369,N,471
id0102700,1,2016-06-26 10:45:15,2016-06-26 11:18:57,2,-73.9786224365,40.762588501,-73.8726806641,40.7743606567,N,2022
id0532480,1,2016-05-01 12:46:44,2016-05-01 13:01:37,1,-73.9822616577,40.7720489502,-73.9792251587,40.7510948181,N,893
id3421115,1,2016-04-02 21:38:17,2016-04-02 21:51:03,4,-73.9776916504,40.7634124756,-73.9843902588,40.7397460938,N,766
id3738147,1,2016-05-22 11:31:43,2016-05-22 11:38:41,1,-73.9664459229,40.7648582458,-73.9839935303,40.7439880371,N,418
id0653531,1,2016-02-23 15:27:30,2016-02-23 15:35:38,1,-73.9633865356,40.7546539307,-73.9659500122,40.7677574158,N,488
id1984606,1,2016-02-08 17:54:30,2016-02-08 18:00:25,1,-74.0012283325,40.7365646362,-73.9959335327,40.7266044617,N,355
id3531277,2,2016-04-05 12:10:30,2016-04-05 12:33:13,1,-73.9627456665,40.7643737793,-73.9716644287,40.7923660278,N,1363
id1504893,1,2016-01-11 19:16:41,2016-01-11 19:30:04,1,-73.9772796631,40.7581863403,-73.9583511353,40.78150177,N,803
id2684125,2,2016-01-30 19:55:53,2016-01-30 20:02:27,1,-73.9854736328,40.7647018433,-73.9749145508,40.763885498,N,394
id3311305,2,2016-06-01 20:15:54,2016-06-01 20:19:43,1,-73.9680328369,40.7684211731,-73.953956604,40.7794113159,N,229
id3902213,2,2016-06-24 02:12:28,2016-06-24 02:20:07,1,-74.0053634644,40.7388572693,-73.9800338745,40.7430381775,N,459
id1947611,1,2016-04-10 01:19:52,2016-04-10 01:24:43,2,-73.9609146118,40.7595405579,-73.9609146118,40.7595405579,N,291
id3324159,1,2016-02-25 19:36:12,2016-02-25 19:46:18,1,-74.0058746338,40.7401924133,-74.0021057129,40.7304153442,N,606
id3605666,2,2016-01-16 11:14:16,2016-01-16 11:17:35,1,-73.9703979492,40.7891693115,-73.9808578491,40.7745704651,N,199
id0410010,2,2016-06-28 20:01:01,2016-06-28 20:15:18,6,-73.9887008667,40.7491416931,-73.9813919067,40.7798805237,N,857
id1030630,1,2016-02-17 12:13:19,2016-02-17 12:23:15,1,-73.9607620239,40.7752456665,-73.9706192017,40.7617530823,N,596
id2750325,1,2016-05-08 01:03:04,2016-05-08 01:11:06,1,-74.0132369995,40.7093162537,-73.9945449829,40.7123146057,N,482
id2364637,1,2016-01-05 09:00:52,2016-01-05 09:07:15,1,-73.9536514282,40.7671279907,-73.9628753662,40.765750885,N,383
id2243018,2,2016-05-24 22:45:14,2016-05-25 00:00:00,5,-73.8731079102,40.773979187,-73.9561920166,40.7463531494,N,4486
id0467367,2,2016-06-11 12:57:15,2016-06-11 13:15:59,1,-74.0088119507,40.7183494568,-73.9889373779,40.758518219,N,1124
id0483981,2,2016-04-11 21:14:50,2016-04-11 21:29:36,1,-73.9512252808,40.776763916,-73.9808120728,40.7394638062,N,886
id1107618,1,2016-01-18 18:27:05,2016-01-18 18:38:51,2,-74.0006484985,40.7231178284,-74.0082550049,40.7377929688,N,706
id3039838,2,2016-02-07 00:33:59,2016-02-07 00:39:28,1,-73.9996490479,40.7334480286,-73.9879837036,40.7286262512,N,329
id2005520,1,2016-02-20 20:43:21,2016-02-20 20:45:31,2,-73.9920425415,40.7307434082,-73.9945068359,40.7267150879,N,130
id2451458,2,2016-05-05 09:30:45,2016-05-05 09:52:29,2,-73.98853302,40.7508888245,-74.0155792236,40.7116889954,N,1304
id3957031,2,2016-06-19 13:13:15,2016-06-19 13:18:10,2,-73.9742507935,40.788936615,-73.9615097046,40.8011054993,N,295
id0148667,1,2016-03-04 14:50:34,2016-03-04 15:03:18,1,-73.9587783813,40.7720794678,-73.9633407593,40.7574996948,N,764
id2382647,2,2016-04-15 07:40:34,2016-04-15 07:52:19,1,-73.9915618896,40.7498703003,-74.0049362183,40.7159805298,N,705
id2128725,2,2016-02-21 15:53:56,2016-02-21 16:01:58,1,-74.0000762939,40.7254714966,-73.9990692139,40.7443809509,N,482
id0845394,1,2016-02-17 04:12:27,2016-02-17 04:32:59,1,-73.9779968262,40.6846389771,-73.7842636108,40.6434173584,N,1232
id0273461,1,2016-03-13 06:41:59,2016-03-13 06:46:34,1,-73.9556274414,40.7794151306,-73.9547729492,40.7657241821,N,275
id0841074,2,2016-04-17 20:37:27,2016-04-17 20:52:41,1,-73.9850387573,40.7278747559,-73.9800033569,40.7643852234,N,914
id2362830,1,2016-02-18 22:55:59,2016-02-18 23:08:56,1,-73.9912109375,40.727809906,-73.9914855957,40.7439002991,N,777
id2009268,2,2016-03-11 17:09:28,2016-03-11 17:42:32,1,-73.8731231689,40.7741012573,-73.8891067505,40.7030525208,N,1984
id2240414,2,2016-05-06 08:18:09,2016-05-06 08:23:29,3,-73.9630432129,40.799331665,-73.9712600708,40.7956390381,N,320
id3585805,2,2016-05-10 19:34:39,2016-05-10 20:01:36,1,-73.972038269,40.7624206543,-73.8464889526,40.7218894958,N,1617
id2793470,2,2016-04-25 09:18:52,2016-04-25 09:28:31,1,-73.9490966797,40.7850418091,-73.9545059204,40.7660064697,N,579
id2553792,1,2016-06-11 21:04:34,2016-06-11 21:13:15,2,-73.9565658569,40.7710266113,-73.977104187,40.7462043762,N,521
id3738746,2,2016-05-15 18:35:42,2016-05-15 19:11:22,1,-73.7899932861,40.6476516724,-73.8670883179,40.7292480469,N,2140
id2000964,1,2016-05-08 13:11:13,2016-05-08 13:23:01,3,-73.9697494507,40.7564048767,-73.9700927734,40.7897949219,N,708
id2973283,2,2016-06-14 19:17:04,2016-06-14 19:29:00,1,-74.0110092163,40.7017784119,-73.97605896,40.7529716492,N,716
id0295101,2,2016-04-16 22:20:50,2016-04-16 22:30:57,1,-73.950630188,40.7782516479,-73.965927124,40.7580986023,N,607
id0411331,2,2016-01-28 18:47:30,2016-01-28 19:13:47,1,-73.969833374,40.794719696,-74.0167694092,40.7047309875,N,1577
id3547065,1,2016-04-15 16:26:27,2016-04-15 16:44:38,1,-73.9778594971,40.7566947937,-74.0034255981,40.7236175537,N,1091
id3442895,1,2016-04-18 18:58:16,2016-04-18 19:08:37,1,-73.9736404419,40.754863739,-73.9607772827,40.7715988159,N,621
id0868327,2,2016-04-28 07:05:08,2016-04-28 07:23:06,1,-73.9932098389,40.7366714478,-73.9524002075,40.7897262573,N,1078
id1768351,1,2016-04-29 13:26:20,2016-04-29 13:34:01,1,-73.9844284058,40.7639579773,-73.9933624268,40.7573623657,N,461
id0894330,1,2016-06-13 20:54:26,2016-06-13 21:10:56,1,-73.9815597534,40.7468833923,-73.9495849609,40.7803268433,N,990
id0751499,1,2016-04-11 22:29:25,2016-04-11 22:35:23,2,-73.9837493896,40.77368927,-73.963394165,40.7651481628,N,358
id2646514,1,2016-01-27 13:41:00,2016-01-27 13:44:08,1,-74.0031661987,40.7276687622,-73.9993515015,40.7358703613,N,188
id3505622,2,2016-03-25 00:57:45,2016-03-25 01:20:30,1,-73.9983825684,40.7209091187,-73.9402160645,40.7979736328,N,1365
id2591399,2,2016-05-18 09:38:30,2016-05-18 09:52:46,3,-73.9859390259,40.7265586853,-73.9950714111,40.7397384644,N,856
id3652973,2,2016-03-05 14:35:42,2016-03-05 14:48:48,5,-73.9619445801,40.7789611816,-73.9843292236,40.7752838135,N,786
id1995684,2,2016-04-17 10:22:50,2016-04-17 10:34:59,1,-73.9930877686,40.7682113647,-73.9933700562,40.7364616394,N,729
id0092366,2,2016-03-05 20:33:54,2016-03-05 20:57:34,1,-73.8636627197,40.7695999146,-73.8696212769,40.857711792,N,1420
id2577847,1,2016-01-16 21:47:57,2016-01-16 22:07:05,3,-73.9724121094,40.7864265442,-74.0011825562,40.7363433838,N,1148
id3647183,1,2016-03-28 07:43:46,2016-03-28 07:58:22,1,-73.9858551025,40.7311553955,-74.0078964233,40.7050132751,N,876
id1803568,1,2016-06-24 21:49:22,2016-06-24 22:12:08,1,-73.8628234863,40.7688064575,-73.9731750488,40.7837142944,N,1366
id1676194,1,2016-03-30 18:01:20,2016-03-30 18:09:52,1,-73.9725646973,40.7563896179,-73.9800186157,40.7433662415,N,512
id0162412,1,2016-04-04 09:51:00,2016-04-04 09:58:50,1,-73.9531326294,40.7758331299,-73.9542388916,40.763999939,N,470
id2121845,2,2016-03-24 18:58:28,2016-03-24 19:08:20,4,-73.9819717407,40.7658882141,-73.9805297852,40.782623291,N,592
id3222547,1,2016-04-03 12:56:45,2016-04-03 13:05:52,1,-73.9877624512,40.7498664856,-73.991027832,40.7367668152,N,547
id1322458,2,2016-01-21 21:09:51,2016-01-21 21:12:04,1,-73.9911499023,40.7603988647,-73.9991226196,40.7608985901,N,133
id3774370,2,2016-06-03 20:00:55,2016-06-03 20:12:21,5,-73.9931106567,40.7370300293,-74.0040206909,40.7224388123,N,686
id3962363,1,2016-02-01 16:42:13,2016-02-01 17:21:23,1,-74.0001831055,40.7379264832,-73.9540863037,40.7639694214,N,2350
id0152081,2,2016-02-20 01:06:59,2016-02-20 01:27:54,1,-73.9806060791,40.7422599792,-73.9524307251,40.8139877319,N,1255
id2432753,2,2016-05-08 21:49:13,2016-05-08 22:13:44,1,-73.970993042,40.7513885498,-73.9254074097,40.7664489746,N,1471
id0929608,2,2016-02-01 05:16:52,2016-02-01 05:43:30,4,-73.9687805176,40.8009796143,-74.1835632324,40.6882896423,N,1598
id2833916,2,2016-04-12 00:46:58,2016-04-12 00:55:41,1,-73.9877243042,40.760017395,-73.9755554199,40.7894058228,N,523
id1677447,2,2016-05-03 09:48:23,2016-05-03 10:08:31,1,-74.0062408447,40.7064781189,-73.987991333,40.7239303589,N,1208
id0759921,2,2016-02-03 20:20:00,2016-02-03 20:30:45,1,-73.9779891968,40.7587661743,-73.973777771,40.7481803894,N,645
id1538200,2,2016-05-19 22:33:50,2016-05-19 23:21:54,6,-73.7899627686,40.6466293335,-73.9913330078,40.7460098267,N,2884
id1560936,1,2016-05-12 09:46:14,2016-05-12 09:57:51,1,-73.9980697632,40.7458953857,-73.9820785522,40.7384490967,N,697
id2433925,1,2016-02-08 06:44:20,2016-02-08 06:57:26,1,-73.9948501587,40.7553634644,-74.0098495483,40.7229156494,N,786
